314,"the outside, or whether thou observest it from that sashless window,"
315,"where the frost is on both sides, and of which the wight Death is the"
316,"only glazier."" True enough, thought I, as this passage occurred to my"
317,"mind- old black-letter, thou reasonest well. Yes, these eyes are"
318,"windows, and this body of mine is the house. What a pity they didn't"
319,"stop up the chinks and the crannies though, and thrust in a little"
320,lint here and there. But it's too late to make any improvements
321,"now. The universe is finished; the copestone is on, and the chips"
322,"were carted off a million years ago. Poor Lazarus there, chattering"
323,"his teeth against the curbstone for his pillow, and shaking off his"
324,"tatters with his shiverings, he might plug up both ears with rags,"
325,"and put a corn-cob into his mouth, and yet that would not keep out"
326,"the tempestuous Euroclydon.  Euroclydon! says old Dives, in his red"
327,"silken wrapper- (he had a redder one afterwards) pooh, pooh! What a"
328,fine frosty night; how Orion glitters; what northern lights! Let them
329,talk of their oriental summer climes of everlasting conservatories;
330,give me the privilege of making my own summer with my own coals.
331,
332,But what thinks Lazarus? Can he warm his blue hands by holding them
333,up to the grand northern lights? Would not Lazarus rather be in
334,Sumatra than here? Would he not far rather lay him down lengthwise
335,"along the line of the equator; yea, ye gods! go down to the fiery pit"
336,"itself, in order to keep out this frost?"
337,
338,"Now, that Lazarus should lie stranded there on the curbstone before"
339,"the door of Dives, this is more wonderful than that an iceberg should"
340,"be moored to one of the Moluccas. Yet Dives himself, he too lives"
341,"like a Czar in an ice palace made of frozen sighs, and being a"
342,"president of a temperance society, he only drinks the tepid tears of"
343,orphans.
344,
345,"But no more of this blubbering now, we are going a-whaling, and there"
346,is plenty of that yet to come. Let us scrape the ice from our frosted
347,"feet, and see what sort of a place this ""Spouter"" may be."
348,
349,
350,
351,
352,The Spouter-Inn
353,
354,
355,"Entering that gable-ended Spouter-Inn, you found yourself in a wide,"
356,"low, straggling entry with old-fashioned wainscots, reminding one of"
357,the bulwarks of some condemned old craft. On one side hung a very
358,"large oil painting so thoroughly besmoked, and every way defaced,"
359,"that in the unequal crosslights by which you viewed it, it was only"
360,"by diligent study and a series of systematic visits to it, and"
361,"careful inquiry of the neighbors, that you could any way arrive at an"
362,understanding of its purpose. Such unaccountable masses of shades and
363,"shadows, that at first you almost thought some ambitious young"
364,"artist, in the time of the New England hags, had endeavored to"
365,delineate chaos bewitched. But by dint of much and earnest
366,"contemplation, and oft repeated ponderings, and especially by"
367,"throwing open the little window towards the back of the entry, you at"
368,"last come to the conclusion that such an idea, however wild, might"
369,not be altogether unwarranted.
370,
371,"But what most puzzled and confounded you was a long, limber,"
372,"portentous, black mass of something hovering in the centre of the"
373,"picture over three blue, dim, perpendicular lines floating in a"
374,"nameless yeast. A boggy, soggy, squitchy picture truly, enough to"
375,"drive a nervous man distracted. Yet was there a sort of indefinite,"
376,"half-attained, unimaginable sublimity about it that fairly froze you"
377,"to it, till you involuntarily took an oath with yourself to find out"
378,"what that marvellous painting meant. Ever and anon a bright, but,"
379,"alas, deceptive idea would dart you through.- It's the Black Sea in a"
380,midnight gale.- It's the unnatural combat of the four primal
381,elements.- It's a blasted heath.- It's a Hyperborean winter scene.-
382,It's the breaking-up of the icebound stream of Time. But last all
383,these fancies yielded to that one portentous something in the
384,"picture's midst. That once found out, and all the rest were"
385,plain. But stop; does it not bear a faint resemblance to a gigantic
386,fish? even the great leviathan himself?
387,
388,"In fact, the artist's design seemed this: a final theory of my own,"
389,partly based upon the aggregated opinions of many aged persons with
390,whom I conversed upon the subject. The picture represents a
391,Cape-Horner in a great hurricane; the half-foundered ship weltering
392,there with its three dismantled masts alone visible; and an
393,"exasperated whale, purposing to spring clean over the craft, is in"
394,the enormous act of impaling himself upon the three mast-heads.
395,
396,The opposite wall of this entry was hung all over with a heathenish
397,array of monstrous clubs and spears. Some were thickly set with
398,glittering teeth resembling ivory saws; others were tufted with knots
399,"of human hair; and one was sickle-shaped, with a vast handle sweeping"
400,round like the segment made in the new-mown grass by a long-armed
401,"mower. You shuddered as you gazed, and wondered what monstrous"
402,cannibal and savage could ever have gone a death-harvesting with such
403,"a hacking, horrifying implement. Mixed with these were rusty old"
404,whaling lances and harpoons all broken and deformed. Some were
405,"storied weapons.  With this once long lance, now wildly elbowed,"
406,fifty years ago did Nathan Swain kill fifteen whales between a
407,sunrise and a sunset. And that harpoon- so like a corkscrew now- was
408,"flung in Javan seas, and run away with by a whale, years afterwards"
409,slain off the Cape of Blanco. The original iron entered nigh the
410,"tail, and, like a restless needle sojourning in the body of a man,"
411,"travelled full forty feet, and at last was found imbedded in the"
412,hump.
413,
414,"Crossing this dusky entry, and on through yon low-arched way- cut"
415,through what in old times must have been a great central chimney with
416,fireplaces all round- you enter the public room. A still duskier
417,"place is this, with such low ponderous beams above, and such old"
418,"wrinkled planks beneath, that you would almost fancy you trod some"
419,"old craft's cockpits, especially of such a howling night, when this"
420,corner-anchored old ark rocked so furiously. On one side stood a
421,"long, low, shelf-like table covered with cracked glass cases, filled"
422,with dusty rarities gathered from this wide world's remotest nooks.
423,Projecting from the further angle of the room stands a dark-looking
424,den- the bar- a rude attempt at a right whale's head. Be that how it
425,"may, there stands the vast arched bone of the whale's jaw, so wide, a"
426,"coach might almost drive beneath it. Within are shabby shelves,"
427,"ranged round with old decanters, bottles, flasks; and in those jaws"
428,"of swift destruction, like another cursed Jonah (by which name indeed"
429,"they called him), bustles a little withered old man, who, for their"
430,"money, dearly sells the sailors deliriums and death."
431,
432,Abominable are the tumblers into which he pours his poison. Though
433,"true cylinders without- within, the villanous green goggling glasses"
434,deceitfully tapered downwards to a cheating bottom. Parallel
435,"meridians rudely pecked into the glass, surround these footpads'"
436,"goblets. Fill to this mark, and your charge is but a penny; to this a"
437,"penny more; and so on to the full glass- the Cape Horn measure, which"
438,you may gulp down for a shilling.
439,
440,Upon entering the place I found a number of young seamen gathered
441,"about a table, examining by a dim light divers specimens of"
442,"skrimshander. I sought the landlord, and telling him I desired to be"
443,"accommodated with a room, received for answer that his house was"
444,"full- not a bed unoccupied. ""But avast,"" he added, tapping his"
445,"forehead, ""you haint no objections to sharing a harpooneer's blanket,"
446,"have ye? I s'pose you are goin' a-whalin', so you'd better get used"
447,"to that sort of thing."""
448,
449,I told him that I never liked to sleep two in a bed; that if I should
450,"ever do so, it would depend upon who the harpooneer might be, and"
451,"that if he (the landlord) really had no other place for me, and the"
452,"harpooneer was not decidedly objectionable, why rather than wander"
453,"further about a strange town on so bitter a night, I would put up"
454,with the half of any decent man's blanket.
455,
456,"""I thought so. All right; take a seat. Supper?- you want supper?"
457,"Supper'll be ready directly."""
458,
459,"I sat down on an old wooden settle, carved all over like a bench on"
460,the Battery. At one end a ruminating tar was still further adorning
461,"it with his jack-knife, stooping over and diligently working away at"
462,the space between his legs. He was trying his hand at a ship under
463,"full sail, but he didn't make much headway, I thought."
464,
465,At last some four or five of us were summoned to our meal in an
466,adjoining room. It was cold as Iceland- no fire at all- the landlord
467,"said he couldn't afford it. Nothing but two dismal tallow candles,"
468,each in a winding sheet. We were fain to button up our monkey
469,"jackets, and hold to our lips cups of scalding tea with our half"
470,frozen fingers. But the fare was of the most substantial kind- not
471,"only meat and potatoes, but dumplings; good heavens! dumplings for"
472,"supper! One young fellow in a green box coat, addressed himself to"
473,these dumplings in a most direful manner.
474,
475,"""My boy,"" said the landlord, ""you'll have the nightmare to a dead"
476,"sartainty."""
477,
478,"""Landlord,"" I whispered, ""that aint the harpooneer is it?"""
479,
480,"""Oh, no,"" said he, looking a sort of diabolically funny, ""the"
481,"harpooneer is a dark complexioned chap. He never eats dumplings, he"
482,"don't- he eats nothing but steaks, and he likes 'em rare."""
483,
484,"""The devil he does,"" says I. ""Where is that harpooneer? Is he here?"""
485,
486,"""He'll be here afore long,"" was the answer."
487,
488,"I could not help it, but I began to feel suspicious of this ""dark"
489,"complexioned"" harpooneer. At any rate, I made up my mind that if it"
490,"so turned out that we should sleep together, he must undress and get"
491,into bed before I did.
492,
493,"Supper over, the company went back to the bar-room, when, knowing not"
494,"what else to do with myself, I resolved to spend the rest of the"
495,evening as a looker on.
496,
497,"Presently a rioting noise was heard without. Starting up, the"
498,"landlord cried, ""That's the Grampus's crew. I seed her reported in"
499,"the offing this morning; a three years' voyage, and a full"
500,"ship. Hurrah, boys; now we'll have the latest news from the Feegees."""
501,
502,A tramping of sea boots was heard in the entry; the door was flung
503,"open, and in rolled a wild set of mariners enough. Enveloped in their"
504,"shaggy watch coats, and with their heads muffled in woollen"
505,"comforters, all bedarned and ragged, and their beards stiff with"
506,"icicles, they seemed an eruption of bears from Labrador. They had"
507,"just landed from their boat, and this was the first house they"
508,"entered. No wonder, then, that they made a straight wake for the"
509,"whale's mouth- the bar- when the wrinkled little old Jonah, there"
510,"officiating, soon poured them out brimmers all round. One complained"
511,"of a bad cold in his head, upon which Jonah mixed him a pitch-like"
512,"potion of gin and molasses, which he swore was a sovereign cure for"
513,"all colds and catarrhs whatsoever, never mind of how long standing,"
514,"or whether caught off the coast of Labrador, or on the weather side"
515,of an ice-island.
516,
517,"The liquor soon mounted into their heads, as it generally does even"
518,"with the arrantest topers newly landed from sea, and they began"
519,capering about most obstreperously.
520,
521,"I observed, however, that one of them held somewhat aloof, and though"
522,he seemed desirous not to spoil the hilarity of his shipmates by his
523,"own sober face, yet upon the whole he refrained from making as much"
524,noise as the rest. This man interested me at once; and since the
525,sea-gods had ordained that he should soon become my shipmate (though
526,"but a sleeping partner one, so far as this narrative is concerned), I"
527,will here venture upon a little description of him. He stood full six
528,"feet in height, with noble shoulders, and a chest like a"
529,coffer-dam. I have seldom seen such brawn in a man. His face was
530,"deeply brown and burnt, making his white teeth dazzling by the"
531,contrast; while in the deep shadows of his eyes floated some
532,reminiscences that did not seem to give him much joy. His voice at
533,"once announced that he was a Southerner, and from his fine stature, I"
534,thought he must be one of those tall mountaineers from the
535,Alleghanian Ridge in Virginia. When the revelry of his companions had
536,"mounted to its height, this man slipped away unobserved, and I saw no"
537,"more of him till he became my comrade on the sea. In a few minutes,"
538,"however, he was missed by his shipmates, and being, it seems, for"
539,"some reason a huge favorite with them, they raised a cry of"
540,"""Bulkington! Bulkington! where's Bulkington?"" and darted out of the"
541,house in pursuit of him.
542,
543,"It was now about nine o'clock, and the room seeming almost"
544,"supernaturally quiet after these orgies, I began to congratulate"
545,myself upon a little plan that had occurred to me just previous to
546,the entrance of the seamen.
547,
548,"No man prefers to sleep two in a bed. In fact, you would a good deal"
549,"rather not sleep with your own brother. I don't know how it is, but"
550,people like to be private when they are sleeping. And when it comes
551,"to sleeping with an unknown stranger, in a strange inn, in a strange"
552,"town, and that stranger a harpooneer, then your objections"
553,indefinitely multiply.  Nor was there any earthly reason why I as a
554,"sailor should sleep two in a bed, more than anybody else; for sailors"
555,"no more sleep two in a bed at sea, than bachelor Kings do ashore. To"
556,"be sure they all sleep together in one apartment, but you have your"
557,"own hammock, and cover yourself with your own blanket, and sleep in"
558,your own skin.
559,
560,"The more I pondered over this harpooneer, the more I abominated the"
561,thought of sleeping with him. It was fair to presume that being a
562,"harpooneer, his linen or woolen, as the case might be, would not be"
563,"of the tidiest, certainly none of the finest. I began to twitch all"
564,"over. Besides, it was getting late, and my decent harpooneer ought to"
565,"be home and going bedwards. Suppose now, he should tumble in upon me"
566,at midnight- how could I tell from what vile hole he had been coming?
567,
568,"""Landlord! I've changed my mind about that harpooneer.- I shan't"
569,"sleep with him.  I'll try the bench here."""
570,
571,"""Just as you please; I'm sorry I cant spare ye a tablecloth for a"
572,"mattress, and it's a plaguy rough board here""- feeling of the knots"
573,"and notches. ""But wait a bit, Skrimshander; I've got a carpenter's"
574,"plane there in the bar- wait, I say, and I'll make ye snug enough."""
575,So saying he procured the plane; and with his old silk handkerchief
576,"first dusting the bench, vigorously set to planing away at my bed,"
577,the while grinning like an ape. The shavings flew right and left;
578,till at last the plane-iron came bump against an indestructible
579,"knot. The landlord was near spraining his wrist, and I told him for"
580,"heaven's sake to quit- the bed was soft enough to suit me, and I did"
581,not know how all the planing in the world could make eider down of a
582,"pine plank. So gathering up the shavings with another grin, and"
583,"throwing them into the great stove in the middle of the room, he went"
584,"about his business, and left me in a brown study."
585,
586,"I now took the measure of the bench, and found that it was a foot too"
587,short; but that could be mended with a chair. But it was a foot too
588,"narrow, and the other bench in the room was about four inches higher"
589,than the planed one- so there was no yoking them. I then placed the
590,"first bench lengthwise along the only clear space against the wall,"
591,"leaving a little interval between, for my back to settle down in. But"
592,I soon found that there came such a draught of cold air over me from
593,"under the sill of the window, that this plan would never do at all,"
594,especially as another current from the rickety door met the one from
595,"the window, and both together formed a series of small whirlwinds in"
596,the immediate vicinity of the spot where I had thought to spend the
597,night.
598,
599,"The devil fetch that harpooneer, thought I, but stop, couldn't I"
600,"steal a march on him- bolt his door inside, and jump into his bed,"
601,not to be wakened by the most violent knockings? It seemed no bad
602,idea but upon second thoughts I dismissed it. For who could tell but
603,"what the next morning, so soon as I popped out of the room, the"
604,"harpooneer might be standing in the entry, all ready to knock me"
605,down!
606,
607,"Still looking round me again, and seeing no possible chance of"
608,"spending a sufferable night unless in some other person's bed, I"
609,began to think that after all I might be cherishing unwarrantable
610,"prejudices against this unknown harpooneer. Thinks I, I'll wait"
611,awhile; he must be dropping in before long. I'll have a good look at
612,"him then, and perhaps we may become jolly good bedfellows after all-"
613,there's no telling.
614,
